Method,Image,Entropy,AG,VIF,Variance,SF,CC,QCV
MGFF,21.jpg,5.9705789617885445,1.9626797380004002,1.1510737727059326,27.419650305624298,7.277476043004937,0.7705687658359524,0.03826800072826606
MGFF,22.jpg,6.803923127378637,2.9758670318026765,1.022137845425976,35.67031966101171,10.629744594977453,0.7834802706532051,0.09345736973463181
MGFF,23.jpg,6.329886360167519,1.9936737245585163,1.1321577248885695,28.044084033511677,6.937158625423174,0.7919356616035962,0.26328275786047867
MGFF,24.jpg,6.671469058242086,2.2861234298350914,1.079577658142109,33.750814910785884,7.645454178648643,0.7716818402946264,0.06491521089885191
MGFF,25.jpg,6.597177504299231,1.9184925725680593,1.1201463649748777,27.251462405327764,6.254012977178103,0.7526452309934584,0.07092207410055708
MGFF,26.jpg,6.666619023373784,2.222957879321009,1.0573170255737572,32.27026919375695,7.230311133167026,0.7862294294319374,0.2297354606483898
MGFF,27.jpg,6.61534804566385,2.1637833945057126,1.0787175266550622,30.53359497109314,7.708055744770502,0.828456603264103,0.15807896832311547
MGFF,28.jpg,6.4809085586899,1.9592325425017991,1.104042549357501,28.712084083544816,6.549411840017604,0.7836856384715174,0.11163852323378425
MGFF,29.jpg,6.126214131460337,2.388669190181604,1.0533544279017537,34.21437231818469,9.737758558062593,0.7728141019975702,0.12961279584507807
MGFF,30.jpg,6.300614149438919,2.305404923303623,1.0927857670792958,29.69088631615911,8.651272283438578,0.7453318320004064,0.24177492276956414
MGFF,31.jpg,6.640859860786111,1.9462781465013534,1.1383961806501561,30.321277060558995,6.819528331575666,0.7683995411943693,0.030890204331175005
MGFF,32.jpg,6.531275216578976,2.0028197327452912,1.1238259729676696,29.009522126766985,6.4877827647076804,0.8113713072221971,0.0449960564721234
MGFF,33.jpg,6.833110077615656,2.5913047143231114,1.013415615260893,40.869457836558496,9.81577583113818,0.8442749943200072,0.4558709422419122
MGFF,34.jpg,6.597083852243292,1.7858145380837864,1.1539454803489695,27.760093186083747,6.38003819734157,0.7864996843974279,0.06886515819772314
MGFF,35.jpg,6.491246945003441,1.7689735457237108,1.1307656251161635,26.919094533568025,5.887702403469898,0.8402936858154046,0.04349638632220366
MGFF,36.jpg,6.368789638957577,2.0153475784791284,1.1371681965413407,27.814666379735094,7.142688810876133,0.8347672758389619,0.08122740666605369
MGFF,37.jpg,6.717506374498418,2.2183274073880885,1.0765489184791206,30.714889671808137,7.60040542980453,0.7689154689752222,0.15006559423154395
MGFF,38.jpg,6.4997207862028485,2.460037524063566,1.027438521621976,32.14843251207356,9.075843036085484,0.7604548952346721,1.1470659368972036
MGFF,39.jpg,6.548867213196,2.304034131212965,1.0857124963188802,29.946801358968838,8.199049048133794,0.7910504518735049,0.3294978011090893
MGFF,40.jpg,6.365439904688332,2.0110676699827006,1.1112110632227705,29.37677731995479,7.158898217774508,0.7939194795476159,0.10406895116270898
MGFF,Average,6.5078319395136734,2.16404447075411,1.0944869366616388,30.62192750925384,7.659418402479803,0.7893388079482878,0.19288652608872273
MGFF,StdDev,0.21599446351714674,0.29293979704065254,0.043140570049281284,3.445132947194509,1.30807025131584,0.028762599843771185,0.2504574557339678
