Method,Image,Entropy,AG,MI,VIF,Qabf,Variance
PIAFusion,15.jpg,7.238589269902814,4.397260674418182,3.57798550697704,0.6616417649161236,0.33307984709152827,45.765997424198666
PIAFusion,16.jpg,7.162882736885788,3.0503361662480457,3.2271060577400483,0.6789611431118,0.31236345776990254,40.949729249795006
PIAFusion,17.jpg,7.028854791025022,4.251496460839207,3.2154144608394635,0.6832236197265615,0.3086062339019284,39.7179880684636
PIAFusion,18.jpg,7.20913637019992,3.973313887141449,3.0255643042727325,0.5690312296037185,0.33387418911629657,38.50792532413857
PIAFusion,19.jpg,7.089136374752554,4.045548913568702,3.867076332920213,0.7619692167639988,0.45191965893507513,44.66732357607064
PIAFusion,20.jpg,7.01932928024935,3.0611581290356717,4.075917287582817,0.8871684799613874,0.3816338942970972,36.686170934624144
PSFusion,1.jpg,7.489995107826854,8.219319310687112,1.9626165081915836,0.45245302113402525,0.47613104826920416,48.46635950330838
PSFusion,2.jpg,7.4294807002594245,9.097612895300559,1.8347621589406309,0.42235307588746684,0.48846623741122946,44.81925120206875
PSFusion,3.jpg,7.1429371823740375,5.979726569091686,2.0607449011095653,0.5110389824822039,0.4601166021893871,43.56801950007429
PSFusion,4.jpg,7.687488326995499,8.00453334235007,2.688259902477549,0.6926210373240604,0.6273784369833749,56.99700963869356
PSFusion,5.jpg,7.8028092308398245,6.257799462886486,2.706919569722949,0.6300312952178064,0.5321433625293727,61.0589585366442
PSFusion,6.jpg,7.4181911868018595,4.653065550024283,2.9137935974818454,0.6424275997366986,0.4872832718441729,55.384564921392176
PSFusion,7.jpg,7.647535323847945,7.12514721708872,3.5628721604748232,0.6137518264645575,0.5860896409771975,55.98138822165623
PSFusion,8.jpg,7.620886203258426,7.365575201405879,2.9014442967691902,0.623127578086943,0.5945937955430641,51.91156107118892
PSFusion,9.jpg,7.703397811805663,6.009341436935517,2.897808124800223,0.6240955054792335,0.5964061930952305,57.91641354888228
PSFusion,10.jpg,7.44372965441993,7.267457507844145,2.688312491242243,0.4854622504329822,0.5249387509398807,45.56436951144242
PSFusion,11.jpg,7.71042654280942,8.24411559916278,2.8831603198140723,0.6380142240835437,0.6268317912969034,54.027737068712575
PSFusion,12.jpg,7.810747062871812,8.807615307132249,2.905689791544239,0.6156497630839407,0.5802167213358803,59.963162966715
PSFusion,13.jpg,7.68842600178947,8.123200719361948,2.922486545760421,0.5437965241014425,0.5655205098752741,56.58407985030455
PSFusion,14.jpg,7.706358691219869,7.77295455095852,3.004227419889027,0.6096546658190718,0.5735870987560708,55.16396318712056
PSFusion,15.jpg,7.653648502151949,7.865583499417904,2.8906075029482405,0.5988053569405367,0.5770078957866285,56.732344941341694
PSFusion,16.jpg,7.700667928222167,6.393643734249665,2.7321296585152925,0.6274928648781019,0.6030745250297525,55.880776655417975
PSFusion,17.jpg,7.724084295462355,8.285229694829514,3.1643118970937714,0.754470798066809,0.6514342216528426,56.384271823102935
PSFusion,18.jpg,7.574822207534821,7.0869941469980935,2.610663307097086,0.5385450344367089,0.551372943998394,48.8424881857766
PSFusion,19.jpg,7.481968754499975,6.0809601681933865,2.9253621874564217,0.7094779602272425,0.5454357913276046,53.77306816439653
PSFusion,20.jpg,7.317564953771397,5.1122227696963,2.7519941440279787,0.785473215098029,0.5326671127394869,43.6942550567591
SDNet,1.jpg,7.105476242377538,5.992661001620038,2.7816311693189064,0.4581576786777979,0.43980141396818323,36.52639888439266
SDNet,2.jpg,7.126704325163455,6.910090719101357,2.6553055298407617,0.4237287329797918,0.4350146411129725,36.955368705229304
SDNet,3.jpg,6.908248964306367,4.218415507454226,3.1785993072853334,0.5697541962163856,0.48442551692086505,31.64318915450533
SDNet,4.jpg,7.409000870266073,6.01681480468597,3.526781595067698,0.6434379054313009,0.6151989314211421,46.96584606708344
SDNet,5.jpg,7.3351608330947675,4.746860679819457,3.4619300821613255,0.6913672106591721,0.5614915410065321,50.46122913268098
SDNet,6.jpg,6.985834795860212,3.58092556502583,3.22521708523961,0.6590823420309901,0.4919183966531876,35.53966123688521
SDNet,7.jpg,7.368007633486387,5.941478661076446,3.7631677982866663,0.5879418843680299,0.537984557142743,44.69800246423224
SDNet,8.jpg,7.3183662455892655,6.23109698529563,3.2149433208118836,0.5768276281909391,0.5482542070311262,41.71924286986387
SDNet,9.jpg,7.382396026904587,4.748326332881175,3.4700799589577276,0.6559040093083321,0.5939206749519546,45.70225159251903
SDNet,10.jpg,7.049018237383987,5.893169222039721,3.0366339298956344,0.5066962673155615,0.504544389404754,33.03478796952295
SDNet,11.jpg,7.370742845951493,6.39079490100326,3.462212775282307,0.673929236716486,0.632726399234685,43.35972860031933
SDNet,12.jpg,7.444325323288346,7.082583762785149,3.205888965138664,0.5771306055885019,0.5312834613650442,44.94621098776478
SDNet,13.jpg,7.354471801686842,6.387397517094645,3.2186820880056786,0.5390773192703922,0.5196707179819195,43.80459040804588
SDNet,14.jpg,7.3769160395778215,6.031152303379027,3.366660763482809,0.5842856152979514,0.532502659286829,43.32245912322757
SDNet,15.jpg,7.410305492593958,6.2099976250558555,3.282572005770424,0.5855151947254096,0.5364617521006154,45.594593934398944
SDNet,16.jpg,7.388991375972094,4.866028851486913,3.4323222764729806,0.6688205155669615,0.6137118127341704,45.671274298847585
SDNet,17.jpg,7.120199151049344,6.277394448023224,3.3641305391162284,0.6531960860537444,0.5681586580027275,38.0603121780074
SDNet,18.jpg,7.217183961784123,5.431722530053858,3.2286863363597185,0.571849044661358,0.5340098127524133,37.59673335869834
SDNet,19.jpg,6.925973237795631,4.461496032369138,3.037100189513545,0.5983860547367328,0.48390014732690756,34.361622786406826
SDNet,20.jpg,6.5987718068706,3.9946201751101893,2.7959951458923697,0.6804021368862176,0.5048959110752055,28.24595473575436
SwinFusion,1.jpg,7.1603534206721955,5.239711242974889,3.1200475839086774,0.533613977575167,0.40256996983631776,45.47393010532318
SwinFusion,2.jpg,7.120065507764411,5.805429438233035,3.0410847932048988,0.49101659345160087,0.38062382257403754,40.50172516459022
SwinFusion,3.jpg,6.755159781771057,3.5942203362364773,2.6844305598890745,0.5212471787471705,0.38607473845878343,32.19268026089353
SwinFusion,4.jpg,7.300322105019628,5.68402240541009,3.6987985424837255,0.8070254397091233,0.5747335901802864,50.6900403123838
SwinFusion,5.jpg,7.314044751230886,4.558387260355173,3.5127144053646635,0.6549162832688169,0.5115563898077025,56.163382698349835
SwinFusion,6.jpg,7.035926111492276,3.436489130475403,3.277516676088714,0.6772137158729905,0.44422814511877035,49.0867237086057
SwinFusion,7.jpg,7.305385076832824,4.854920016735027,4.004075945580853,0.6132191160501624,0.4130050012383641,51.699803695914156
SwinFusion,8.jpg,7.372157621090157,4.641780743311031,3.4632856080849272,0.6389261538193507,0.3829858309186096,46.47017876349186
SwinFusion,9.jpg,7.137237223968461,3.4341125201105007,3.4503333852517724,0.6128844577021553,0.37514022535970665,47.837040161578024
SwinFusion,10.jpg,7.263625180804826,4.9198340981931,3.087625278091597,0.5349960520265342,0.4004389506443528,41.754077055971266
SwinFusion,11.jpg,7.4404440225233515,5.109666217000288,3.1933696930602604,0.6469587379915908,0.46259766721978374,50.682779854961666
SwinFusion,12.jpg,7.345123972862267,5.169315867813123,3.3583012122241893,0.6046429162188135,0.34659339120645516,47.30636273069811
SwinFusion,13.jpg,7.350368926344502,5.2111439937986965,3.401851109674226,0.5641071555903512,0.40499392067870804,49.53929634001438
SwinFusion,14.jpg,7.425230988205728,5.093939109885823,3.4544351274914025,0.6258753403743889,0.4233525500202098,49.48915412726219
SwinFusion,15.jpg,7.243495521235923,4.740404789529645,3.4365280768253132,0.6149021224258795,0.38137175032035425,49.91722695431421
SwinFusion,16.jpg,7.237517998425426,3.779639922392802,3.2071405056702087,0.6535898974968112,0.4348269431151603,47.01308123598112
SwinFusion,17.jpg,7.145990093421835,5.389751592220971,3.2604070813470383,0.644369916185981,0.4308342723514266,43.22016376696399
SwinFusion,18.jpg,7.379145720126504,4.716697620324564,3.022326544628301,0.535119350846729,0.4152142855312076,43.596959386260856
SwinFusion,19.jpg,7.163026889024471,4.309365672007855,3.376912670198365,0.6743918544257634,0.46980377160992426,47.765505441326525
SwinFusion,20.jpg,7.004288802348675,3.3464753092202355,3.374756968824835,0.7535358610487441,0.3889536558744113,37.39734423238917
our,1.jpg,7.413016514215936,5.7636384826097915,2.618109762130084,0.4662489994893329,0.3002624376560849,55.18590781824787
our,2.jpg,7.611700399335751,7.3621799499006855,2.5491084000249185,0.5173905632433888,0.31396951325775296,53.16913564113304
our,3.jpg,7.530033501595971,5.763384358793215,2.531860433280613,0.6285506119408668,0.2613742596767355,52.96669194565675
our,4.jpg,7.496211335619115,5.081204868303814,2.6613897220301936,0.5676466872301464,0.2526482290038623,52.48314478313812
our,5.jpg,7.548780897720911,4.952888316608109,2.7076522148108637,0.6293110730710095,0.26958438269297,53.884351611803275
our,6.jpg,7.513156377107057,4.680116852351586,2.9104515626857363,0.5804868538006673,0.2818647870569159,52.398834959270964
our,7.jpg,7.552259099880529,5.002904016332888,3.27933002657071,0.5240283078670562,0.25775084753081096,52.154001694103435
our,8.jpg,7.607667551192207,5.223549427316763,2.834090712583839,0.5636028497085316,0.2520254398470551,54.50646336548302
our,9.jpg,7.60009421317223,4.109791434166583,2.863244361982881,0.5690254391071485,0.22580607712818246,53.04320009730993
our,10.jpg,7.493154990481438,5.656177021438058,2.721417609944387,0.47357148537659677,0.2706699822383438,52.48334365072136
our,11.jpg,7.627157384266327,4.621484260526491,2.7916674435707964,0.6170507182306646,0.22414993351877607,52.987644025731676
our,12.jpg,7.616082161452451,5.907019804932858,2.783826031990987,0.5686784121113183,0.2697351304648689,53.12793318191569
our,13.jpg,7.6127243042866075,5.584699266889481,2.7869234428080283,0.5198603676244313,0.26120328122738445,52.696716463056035
our,14.jpg,7.627367408874007,5.206809573703874,2.9684423661172943,0.5534144598112928,0.2634328995976317,52.81346903555185
our,15.jpg,7.603991392527078,5.03428027628214,2.994173771222904,0.5442283369477917,0.2575743028398796,52.795363677001355
our,16.jpg,7.632935037823724,4.04217139036521,2.6479720088817587,0.6219873231664164,0.20895433947819683,52.430119997391515
our,17.jpg,7.541034754852267,5.5319048311804915,3.0161741320801987,0.6517621918079826,0.24623980748917426,53.63285763808461
our,18.jpg,7.635961730589285,5.490801304502035,2.585056176290829,0.586406993606903,0.2486506603911078,51.78634800974534
our,19.jpg,7.521169747467465,5.36980376392595,3.1431413205750314,0.5336198257556279,0.3567252114235502,54.46313348829984
our,20.jpg,7.5959195055898245,5.04069013205325,3.0958002626528422,0.6671623459957463,0.32389708838213455,51.26199430404094
CNN,Average,7.617613161606009,6.345522824220371,3.7202043351987806,0.8261890770984941,0.6518984009344598,54.78839977609353
DenseFuse,Average,7.418191144061891,4.91797520268209,2.941596687978239,0.6106314902945148,0.5024069315410908,46.38826390490056
MGFF,Average,7.413552990841334,6.460111509707329,2.5427588064217574,0.650089980867231,0.5668368890387697,45.64137259946206
PIAFusion,Average,7.144550575526987,4.180630019769119,3.4319777102092237,0.6757400030597954,0.36701827319305325,43.05621566111212
PSFusion,Average,7.587758283438136,7.187604934180742,2.7504083242678576,0.6059371289490703,0.5590347975790475,53.135702177749934
SDNet,Average,7.209804760550144,5.570651381268055,3.235427043095014,0.5952744832341027,0.5334937800736991,40.410472924419295
SwinFusion,Average,7.224945485758271,4.651765364311436,3.3212970883946524,0.6201276060414063,0.42149494360322864,46.389872799863696
our,Average,7.569020915402509,5.271274966609164,2.824491588111745,0.569201692294646,0.2673259305450709,53.01353276938433
CNN,StdDev,0.20063019749279543,1.1897418156910935,0.7989637651789068,0.11101458608359861,0.06147158904231956,8.054126436489588
DenseFuse,StdDev,0.21837538154617145,0.7883860839479142,0.33963902474988333,0.08633742989940145,0.03963905483556185,6.733682722853621
MGFF,StdDev,0.2041892080472984,1.1637569968969201,0.27399694297619775,0.08963369644647806,0.0571553919998627,6.335935766516693
PIAFusion,StdDev,0.17796898988799437,0.7452261335487702,0.31104940343434756,0.07389836655856488,0.05258392419453646,4.67906385169774
PSFusion,StdDev,0.17247705749149725,1.2215826382520758,0.4008423021091955,0.09346114833274764,0.05319954014105795,5.416577340810781
SDNet,StdDev,0.22604201974780383,0.9991371200530894,0.27293225223019246,0.07358499678049785,0.05417652118559606,5.964501336085549
SwinFusion,StdDev,0.16580186675409384,0.7631781505870845,0.27439750908067123,0.07775363973516411,0.052527014011511414,5.440450598761609
our,StdDev,0.06048088180176095,0.7104329735315138,0.20835626991519685,0.05530975879058386,0.03494319428379022,0.9462842835051737
