Method,Image,Entropy,AG,VIF,Variance,SF,CC,QCV
MFGG,01.png,6.860709179712022,4.90364672589247,0.5724338447610673,31.540967297701137,12.5199659028625,0.39854233706914133,0.11848867343497721
MFGG,02.png,7.178916981063515,6.355689668425344,0.5524912841822841,35.928363409381824,15.88638710806609,0.6078391448815705,0.14715991413586563
MFGG,03.png,6.812387927849721,4.643855671532185,0.7051831473266432,29.374143951536336,12.738275212225057,0.49835678105070214,0.1113877842913558
MFGG,04.png,6.633806768812589,5.0838906721156425,0.8199063826292969,25.739623919578587,13.54247690188995,0.4925217578817327,0.3087898651939559
MFGG,05.png,7.15976520544222,9.677466500118442,0.5088413873028039,41.390221774417995,23.16932843951118,0.432421280964656,69.57649655336147
MFGG,06.png,6.624033357289066,6.141575540161594,0.41688509039807675,26.4808792893699,13.347624060265474,0.48266335254448955,0.5455611420169952
MFGG,07.png,7.285525414425106,5.779516619598904,0.6923465396685367,49.74549135780636,17.402076329557506,0.640831267855598,0.9934346698257283
MFGG,08.png,6.184632825535172,10.118826284239516,0.935152821172619,47.09883962320722,26.97458464762275,0.8563129999198908,84.98282562373683
MFGG,09.png,6.812784826591124,5.64112225193102,0.6257560067182761,37.83985975765347,13.64051304455616,0.619058567414593,0.027671691448036075
MFGG,10.png,6.727065975886168,6.438197377764386,0.5853524667807396,37.186143504643276,19.946383450214167,0.5083516208253451,0.7556813770613265
MFGG,11.png,7.022195664757012,5.449389872486116,0.5449094797548799,36.662266349288814,12.305370072309383,0.6314225224720479,165.68456586151487
MFGG,12.png,6.638063463444716,2.6116359457917633,0.7840189101502123,35.650395558125666,6.235609814736567,0.5323586856905536,0.7237639791618644
MFGG,13.png,6.097540482022146,4.491054611030045,0.5185575154852788,16.969108863761438,10.303963517424615,0.5137570904771555,0.6371606168831958
MFGG,14.png,7.235006144313621,4.606037413162467,0.9037677483381276,43.77896143004794,12.21478003951438,0.8295216159721241,1.6387188377006383
MFGG,15.png,6.7913121480121665,4.133480876159178,0.608924273972322,32.93684122762064,10.064005796958972,0.6100696186204915,0.32720842393961586
MFGG,16.png,6.735081976920891,5.195003454852546,0.6380541089488113,33.35722098556467,12.856657373952258,0.4500039506540058,0.49060966339966033
MFGG,17.png,6.866364869158471,4.23402582229502,0.6279489100082492,36.72468539638471,10.11106352324215,0.5990183868070482,0.37680004420818214
MFGG,18.png,6.683497897669605,4.739007970177877,0.6268617940399854,35.46972312789882,11.831623855940755,0.5163891784088157,0.4210910108222332
MFGG,19.png,6.731262565064876,3.013370240291246,0.6877170789637066,27.633918494874038,7.703545419711023,0.3024155432359363,0.591015349389149
MFGG,20.png,6.895656615861615,3.4021135565945606,0.7073785522040926,31.855272087557868,8.132094614019493,0.4556665640227634,0.44810198999048484
MFGG,21.png,7.115893819694915,6.012849320037824,0.5056371863703042,34.77779507484066,14.183713947209776,0.610972095143842,0.20365031080795934
MFGG,22.png,6.968051052403274,3.177221443493972,0.806165101633104,32.32593089826249,7.7483554918102655,0.38669618114862314,0.4336049542224209
MFGG,23.png,6.867355056163186,3.2071620862535624,0.6922574188345485,28.71177935382015,7.912612501060391,0.3761004861779011,0.4496737282543142
MFGG,24.png,6.917403324570793,3.2241093919876387,0.7662978417402911,30.55314740284752,7.8676816458146694,0.4794315655808642,0.5380003563812011
MFGG,25.png,7.0553282631696685,4.012255527912905,0.7381690463137324,32.63346211882156,9.579998852331013,0.4098690243633055,0.44050296116054616
MFGG,26.png,6.733237555132827,3.2801164207583717,0.7612790244733316,28.09122432282784,7.888534506424848,0.3133071766553088,0.4138102716867958
MFGG,27.png,6.874574284552201,3.4134466959164844,0.7817859194092611,30.200999251958642,8.079945377020037,0.43835443922773587,0.48390149113709585
MFGG,28.png,5.877739870787375,2.682909293418909,0.7038304952600674,17.27080522416647,6.29319595972533,0.2814479352459561,0.2537558285281186
MFGG,29.png,5.776200333619456,2.947076094853992,0.5628032948840225,14.163063769551634,7.31142790459526,0.23305997952908253,0.5965125074336874
MFGG,30.png,6.981263086248433,5.037779373008595,0.5649982798522704,32.90236768219388,13.06187841284175,0.5469453275429702,0.24364087225233702
MFGG,31.png,5.96477889050416,3.432620453446416,0.5625533539048736,17.08680682829457,8.28319210495403,0.316061232760456,0.5484679527524214
MFGG,32.png,7.393419434549311,4.86929546951644,0.7717861870510367,63.32007395374818,15.033566552381158,0.7348745069447664,0.618521630962996
MFGG,33.png,6.746783922482188,2.683205006886246,0.8315958084385674,26.928738797466103,6.238098648236646,0.35952753141368776,0.013759213415228237
MFGG,34.png,6.207877407759838,3.684901521663422,0.6248138591501308,18.07582063510183,8.901009173849783,0.7021890252412388,37.010779202343244
MFGG,35.png,6.823030626955831,5.395873663645477,0.47591156252605793,32.35522245012569,13.380979777967953,0.63509243416125,22.456636412798733
MFGG,36.png,6.055533845334947,3.817480212167275,0.6073023574332512,16.451185183023284,9.914048203275664,0.721267309732335,20.242429426457544
MFGG,37.png,5.385896762172536,2.533042381889892,0.7939575470895156,13.393573872384184,5.964341657335443,0.48206396267397844,154.67387686285105
