Method,Image,Entropy,AG,VIF,Variance,SF,CC,QCV
DenseFuse,01.png,6.63634721804291,3.093654457192541,0.5469831173568852,27.746372849976147,7.855424301116475,0.3971431978485416,0.06605043466220552
DenseFuse,02.png,7.025513281645191,3.96603618877178,0.5392707184036474,34.76339245735355,10.203195398100391,0.613306668146927,0.2011137967646418
DenseFuse,03.png,6.963865848021543,3.5121084453147664,0.6992721771657899,34.63434123240031,10.143268526640744,0.4956027937545237,0.0942336156880713
DenseFuse,04.png,6.811141287734177,4.0955956184175415,0.8334289881450363,30.081629750071755,11.335266158653662,0.4876118486318964,0.20663686033336354
DenseFuse,05.png,7.355280374097687,9.147395328841725,0.5646058932857545,51.402708067601104,21.79205300077841,0.4303347457509998,58.139513583488124
DenseFuse,06.png,6.6753408447891776,5.084153163692128,0.42492846706323184,29.056138359420967,10.932232418844814,0.49180398776720624,0.35453661906628
DenseFuse,07.png,7.160597767896966,3.237317319017798,0.658222809136918,40.08667735849367,9.813864003318775,0.674622260631762,0.9040471117871811
DenseFuse,08.png,6.474807612651882,6.462835626107129,0.9730017927778059,33.13713155276731,16.404250461718277,0.8794618978792981,70.79636593598566
DenseFuse,09.png,6.794070124555948,3.7314483970662367,0.6246936192362256,36.636425514127296,9.147129424651292,0.6496852563630193,0.011079047991657917
DenseFuse,10.png,6.66430882389399,4.363625632645072,0.5776035270711107,35.31780258795387,14.08691981150754,0.53662850382575,0.5744853123908699
DenseFuse,11.png,6.801796891800952,3.563544070773213,0.5550968636157856,35.02034706359501,8.026814380807785,0.6533583692143368,257.61408785014834
DenseFuse,12.png,7.031900059441446,2.5702449937528575,0.8579470413432354,55.943549599398196,6.138185952536057,0.5351906581029877,0.417802345296009
DenseFuse,13.png,6.116303538826648,4.100778518087677,0.5272095400167567,17.815396501471046,9.295667799744328,0.5293188817685043,0.40482782662310896
DenseFuse,14.png,7.117317018680583,2.517738541848134,0.8511189522030819,37.1865320560739,6.520494031775111,0.8513694557433215,1.0439536933844638
DenseFuse,15.png,6.793961045940215,2.8262117154493445,0.5910889748498925,37.490422945745046,7.395912030064854,0.6181397848947012,0.22893046819827415
DenseFuse,16.png,6.418774792485584,3.099732468604658,0.6156103563103938,27.957233836208907,8.164436851059687,0.4467518731146191,0.31616610748194884
DenseFuse,17.png,6.905230763519983,3.0017803717177696,0.613735884236733,43.11023797493075,7.172477923790614,0.6081288086789719,0.3192827929472642
DenseFuse,18.png,6.41607206307019,2.7740649236532082,0.5982191871690391,29.735752518659293,6.946825494330953,0.5227939223378596,0.22458304038191373
DenseFuse,19.png,7.0481852376042635,2.4322593876949377,0.7008302444100385,36.737354542128855,6.2618548489507715,0.30204301086802654,0.38609653310134945
DenseFuse,20.png,6.81627740830552,2.2020069769653814,0.663427618763768,32.78979380400048,5.332788062868634,0.4681220867456961,0.3554292942342226
DenseFuse,21.png,6.8166005048652805,3.5433815975480463,0.4946098682907618,28.375556985552947,8.307828135660968,0.6397624033194698,0.17704099273354953
DenseFuse,22.png,7.365917238766017,2.719166460851062,0.8365849348368681,47.128515451463876,6.622447862794402,0.3893413188475904,0.2958625574207102
DenseFuse,23.png,7.320813079757636,3.010525184565244,0.7418976288112792,40.737851461470626,7.383654901287362,0.38436576140145584,0.5008735026778868
DenseFuse,24.png,7.43069006403697,3.1761266009718843,0.862105078771306,43.96643841392211,7.698584935579138,0.49552683997146485,0.39395741623014435
DenseFuse,25.png,7.376923411943293,3.7562878035092973,0.7941376204472284,41.963278055605116,8.917404763216606,0.422361372976804,0.28888326798111835
DenseFuse,26.png,6.921697170332685,2.539076326888212,0.757079287992034,35.38354512062435,6.101392128738926,0.3210532997798988,0.3489522599318112
DenseFuse,27.png,7.35312198984974,3.093652584531506,0.8211707321682844,44.34011429497748,7.2982493296409245,0.4496938935335923,0.2801126777549067
DenseFuse,28.png,6.502038315812005,2.951039475949054,0.7924452229709757,29.732984728133147,6.91615117950123,0.2880625420803614,0.188479591643289
DenseFuse,29.png,6.348733343727172,2.911384420389826,0.5854606420535107,21.133870688143656,7.227390884560784,0.23858005179130304,0.4250293185475669
DenseFuse,30.png,6.755078433407803,2.8712950665748322,0.5280620075491104,28.816582022280066,7.33461182590378,0.5678718193154865,0.11104150843581587
DenseFuse,31.png,6.567601198726756,3.987336891042577,0.6193274727729776,29.293118031186808,9.571362477461928,0.30862959669317747,0.4116210745746476
DenseFuse,32.png,7.286249300335198,2.8363959804248657,0.7418144335878865,56.82675717474646,8.837370674314416,0.757989668073029,0.28749456092100745
DenseFuse,33.png,7.022662458319463,2.232951215775864,0.8510528944339333,34.22128216738529,5.3163987789304885,0.36709053106249645,0.013507026946210152
DenseFuse,34.png,7.008222592430066,5.017390262952518,0.6779175953919072,33.78611378443986,11.994382368574286,0.7186212368722538,32.457865129660085
DenseFuse,35.png,6.766201514472555,4.2480064119529155,0.4840449010280975,34.11049127084659,10.540293749543174,0.6540197876071681,26.80796418028792
DenseFuse,36.png,6.621406903548485,3.746772146492736,0.6264225925223305,24.355394709909124,9.83488150001578,0.7472347590451627,13.031753017742295
DenseFuse,37.png,5.917263973679452,4.007867032262213,0.9630153497589703,29.912813597718678,9.521496345952974,0.49610051352710227,178.76469949529616
DenseFuse,38.png,6.734372115027578,2.647179241079966,0.5954512307550652,28.65397537414875,7.3044645850562535,0.5538254966497731,0.07739755729215264
DenseFuse,39.png,6.955873493501133,3.9807163452879983,0.5160588312730776,31.759143864011232,9.508981220889599,0.4845267546830681,0.07818157859056174
DenseFuse,40.png,7.0112443842690375,3.1593558422874324,0.5516431837439175,37.28055742357938,7.887083170073223,0.6851939937389048,0.11164434142509799
DenseFuse,41.png,6.3748675230618534,5.37730558105696,0.4710843450114738,33.1559512541606,13.507498753326324,0.45582078837734197,9.65860815183434
DenseFuse,42.png,5.925031824995948,1.9241801294967653,0.7016485932293144,21.06813793491067,6.785095348068076,0.6809475566984642,1.2501189361116876
DenseFuse,Average,6.819278638996929,3.559998208273945,0.6673650052371771,34.82504081860939,8.985382995246423,0.5309056666217694,15.68143596223795
DenseFuse,StdDev,0.37635908905706444,1.2758859872353863,0.13871146040757287,8.426235495713145,3.096947558664022,0.15094468831437569,48.99666546499709
